18,HanziModel,0001_initial,02/20/2019 08:50:30.484605
19,HanziModel,0002_remove_hanzi_name,02/20/2019 08:50:30.506370
20,HanziModel,0003_hanzi_name,02/20/2019 08:56:41.949442
21,HanziModel,0004_hanzi_hahha,02/20/2019 08:58:01.124219
